c_personid,c_sequence,c_status_code,c_status_desc,c_status_desc_chn,c_firstyear,c_lastyear,c_source,c_pages,c_notes
568179,0,114,poet,詩人,,,68002,lgid=294329,
568197,0,9,calligrapher,書法家,,,18417,lgid=316840,
568197,0,114,poet,詩人,,,18417,lgid=316840,
568197,0,240,versed in composing examination essays,長於制舉之文,,,18417,lgid=316840,
568329,0,114,poet,詩人,,,65192,lgid=1164288,
568336,0,71,painter,畫家,,,68573,lgid=177514,
568797,0,71,painter,畫家,,,31993,,
569192,0,114,poet,詩人,,,39136,lgid=152521,
569528,0,114,poet,詩人,,,0,,
569569,0,71,painter,畫家,,,31993,,
569970,0,140,chaste widow,貞婦,,,18417,lgid=316781,
569971,0,140,chaste widow,貞婦,,,18417,lgid=316781,
569972,0,140,chaste widow,貞婦,,,18417,lgid=316781,
569973,0,140,chaste widow,貞婦,,,18417,lgid=316781,
569974,0,140,chaste widow,貞婦,,,18417,lgid=316782,
569975,0,140,chaste widow,貞婦,,,18417,lgid=316782,
569976,0,140,chaste widow,貞婦,,,18417,lgid=316782,
569978,0,140,chaste widow,貞婦,,,18417,lgid=316782,
569979,0,140,chaste widow,貞婦,,,18417,lgid=316782,
569981,0,140,chaste widow,貞婦,,,18417,lgid=316782,
569982,0,140,chaste widow,貞婦,,,18417,lgid=316783,
569983,0,140,chaste widow,貞婦,,,18417,lgid=316783,
569984,0,140,chaste widow,貞婦,,,18417,lgid=316783,
569985,0,140,chaste widow,貞婦,,,18417,lgid=316783,
569986,0,140,chaste widow,貞婦,,,18417,lgid=316783,
569987,0,140,chaste widow,貞婦,,,18417,lgid=316783,
569988,0,140,chaste widow,貞婦,,,18417,lgid=316784,
569989,0,140,chaste widow,貞婦,,,18417,lgid=316784,
569990,0,140,chaste widow,貞婦,,,18417,lgid=316785,
569991,0,140,chaste widow,貞婦,,,18417,lgid=316785,
569992,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316785,
569994,0,140,chaste widow,貞婦,,,18417,lgid=316785,
569995,0,140,chaste widow,貞婦,,,18417,lgid=316786,
569996,0,140,chaste widow,貞婦,,,18417,lgid=316786,
569997,0,140,chaste widow,貞婦,,,18417,lgid=316786,
569998,0,140,chaste widow,貞婦,,,18417,lgid=316786,
569999,0,140,chaste widow,貞婦,,,18417,lgid=316786,
570000,0,140,chaste widow,貞婦,,,18417,lgid=316787,
570001,0,140,chaste widow,貞婦,,,18417,lgid=316787,
570002,0,140,chaste widow,貞婦,,,18417,lgid=316787,
570006,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316787,
570007,0,140,chaste widow,貞婦,,,18417,lgid=316788,
570008,0,140,chaste widow,貞婦,,,18417,lgid=316788,
570010,0,72,physician,行醫,,,18417,lgid=316788,
570021,1,103,village elder,父老;耆老,,,4618,Igid=1203548,
570053,0,140,chaste widow,貞婦,,,18417,lgid=316788,
570057,1,296,Righteous person,義民/義官,,,4618,Igid=1203590,嘉靖間嵗饑出穀一千石賑隣族所活多人當事表其義行詔給八品冠帶
570060,0,140,chaste widow,貞婦,,,18417,lgid=316788,
570062,1,296,Righteous person,義民/義官,,,4618,Igid=1203591,平居好行善事時與在籍薦紳議酌一條鞭法行之稱善萬厯十年壬午恩給㪚官冠帶鄕里榮之
570066,1,296,Righteous person,義民/義官,,,4618,Igid=1203590,德安距新建才百里餘會嵗荒傾囷廩泛舟以紓災人食其德
570067,0,140,chaste widow,貞婦,,,18417,lgid=316789,
570068,1,296,Righteous person,義民/義官,,,4618,Igid=1203590-1203591,力田有餘貲常過婦翁張氏家見鄰人女爲婢固請贖之婢恐歸家且轉鬻鋼請於婦翁擇嫁逾年生子偕來謝禮遣之令毋再至其樂行善事多類此子楫以還遺金聞於鄕里
570070,0,140,chaste widow,貞婦,,,18417,lgid=316789,
570071,0,140,chaste widow,貞婦,,,18417,lgid=316789,
570072,0,140,chaste widow,貞婦,,,18417,lgid=316789,
570077,0,140,chaste widow,貞婦,,,18417,lgid=316790,
570080,0,140,chaste widow,貞婦,,,18417,lgid=316790,
570081,0,140,chaste widow,貞婦,,,18417,lgid=316790,
570082,0,140,chaste widow,貞婦,,,18417,lgid=316790,
570083,0,140,chaste widow,貞婦,,,18417,lgid=316791,
570084,0,140,chaste widow,貞婦,,,18417,lgid=316791,
570085,0,140,chaste widow,貞婦,,,18417,lgid=316791,
570086,0,140,chaste widow,貞婦,,,18417,lgid=316791,
570087,0,140,chaste widow,貞婦,,,18417,lgid=316791,
570088,0,140,chaste widow,貞婦,,,18417,lgid=316791,
570090,0,140,chaste widow,貞婦,,,18417,lgid=316793,
570091,0,140,chaste widow,貞婦,,,18417,lgid=316793,
570092,0,140,chaste widow,貞婦,,,18417,lgid=316794,
570094,0,140,chaste widow,貞婦,,,18417,lgid=316794,
570098,0,188,scholar,學者,,,18417,lgid=316794,
570099,0,140,chaste widow,貞婦,,,18417,lgid=316795,
570100,0,140,chaste widow,貞婦,,,18417,lgid=316795,
570101,0,140,chaste widow,貞婦,,,18417,lgid=316795,
570103,0,140,chaste widow,貞婦,,,18417,lgid=316795,
570111,1,296,Righteous person,義民/義官,,,4618,Igid=1203610,里中大水沉竈多餒乃操舟載糗糧就而給食全活甚眾
570112,1,296,Righteous person,義民/義官,,,4618,Igid=1203610,嘗出腴田百畝爲學租輸粟一千二百石備賑巡撫夏良心奏請建坊旌之
570117,1,296,Righteous person,義民/義官,,,4618,Igid=1203624,同里中有婚嫁失期者輒相假貸力不能償則焚其券成化己亥嵗饑出粟百斛佐賑乙巳大水復駕筏載粥沿家分給一方賴存活焉
570118,1,296,Righteous person,義民/義官,,,4618,Igid=1203624,砥礪名節輕財好施族黨有不能舉火者出貲助之性容物人有忤輒出片言曉悟其人慚謝而退
570119,1,296,Righteous person,義民/義官,,,4618,Igid=1203624,弱冠遊學荆楚道拾遺金坐竟日候其人還之人謂其有隱德
570121,1,296,Righteous person,義民/義官,,,4618,Igid=1203624,縣學生學問淹博好行善事命其子煜捐貲助置學田刻石於明倫堂
570123,1,296,Righteous person,義民/義官,,,4618,Igid=1203625,萬厯間於途拾金六十餘兩封識舒大成及同縣四都糧長集以完官賦者卽送還邑令以匾奬之
570125,1,296,Righteous person,義民/義官,,,4618,Igid=1203625,縣學生萬厯初嵗饑盡出其積粟以貸族鄰有貧不能償者輒焚其券有司旌其門
570126,1,296,Righteous person,義民/義官,,,4618,Igid=1203625,萬厯舉人任仙遊知縣曾捐金買學田及助修大石橋
570132,0,59,merchant,商人,,,62227,趙和墓誌,
570140,1,296,Righteous person,義民/義官,,,4618,Igid=1203625,嵗歉出穀一千餘石以貸焚其劵又嘗捐資爲通邑控院司均則南新減協濟均徭等額當事給匾旌其義
570141,1,296,Righteous person,義民/義官,,,4618,Igid=1203625,丙子嵗饑捐粟助賑又偕弟貲典於東關外設粥厰以濟貧民全活無算
570142,1,296,Righteous person,義民/義官,,,4618,Igid=1203625,丁亥嵗大歉捐貲賑貸諸市儈感其義多出粟助賑一方賴存活焉
570145,1,296,Righteous person,義民/義官,,,4618,Igid=1203633,任順天府通判致仕歸悉出其俸糈所餘立義倉以濟族黨之貧乏者
570146,0,140,chaste widow,貞婦,,,18417,lgid=316795,
570148,0,233,skilled at writing,工於文,,,18417,lgid=316795,
570149,0,233,skilled at writing,工於文,,,18417,lgid=316795,
570150,0,9,calligrapher,書法家,,,18417,lgid=316796,
570150,0,114,poet,詩人,,,18417,lgid=316796,
570150,0,233,skilled at writing,工於文,,,18417,lgid=316796,
570152,0,140,chaste widow,貞婦,,,18417,lgid=316796,
570153,0,140,chaste widow,貞婦,,,18417,lgid=316796,
570156,0,140,chaste widow,貞婦,,,18417,lgid=316796,
570161,0,140,chaste widow,貞婦,,,18417,lgid=316797,
570162,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316797,
570164,0,140,chaste widow,貞婦,,,18417,lgid=316797,
570165,0,140,chaste widow,貞婦,,,18417,lgid=316797,
570166,0,140,chaste widow,貞婦,,,18417,lgid=316797,
570167,0,140,chaste widow,貞婦,,,18417,lgid=316797,
570168,0,140,chaste widow,貞婦,,,18417,lgid=316798,
570169,0,140,chaste widow,貞婦,,,18417,lgid=316798,
570175,0,140,chaste widow,貞婦,,,18417,lgid=316798,
570177,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316799,
570178,0,140,chaste widow,貞婦,,,18417,lgid=316799,
570179,0,140,chaste widow,貞婦,,,18417,lgid=316799,
570180,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316799,
570181,0,140,chaste widow,貞婦,,,18417,lgid=316799,
570182,0,140,chaste widow,貞婦,,,18417,lgid=316799,
570183,0,140,chaste widow,貞婦,,,18417,lgid=316799,
570184,0,140,chaste widow,貞婦,,,18417,lgid=316800,
570187,0,140,chaste widow,貞婦,,,18417,lgid=316800,
570188,0,140,chaste widow,貞婦,,,18417,lgid=316800,
570189,0,140,chaste widow,貞婦,,,18417,lgid=316800,
570190,0,140,chaste widow,貞婦,,,18417,lgid=316800,
570191,0,140,chaste widow,貞婦,,,18417,lgid=316800,
570192,0,140,chaste widow,貞婦,,,18417,lgid=316800,
570195,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316800,
570197,0,140,chaste widow,貞婦,,,18417,lgid=316800,
570198,0,140,chaste widow,貞婦,,,18417,lgid=316801,
570199,0,140,chaste widow,貞婦,,,18417,lgid=316801,
570201,0,140,chaste widow,貞婦,,,18417,lgid=316802,
570201,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316802,
570204,0,140,chaste widow,貞婦,,,18417,lgid=316802,
570205,0,140,chaste widow,貞婦,,,18417,lgid=316803,
570208,0,140,chaste widow,貞婦,,,18417,lgid=316803,
570209,0,140,chaste widow,貞婦,,,18417,lgid=316803,
570210,0,140,chaste widow,貞婦,,,18417,lgid=316804,
570211,0,140,chaste widow,貞婦,,,18417,lgid=316804,
570212,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316804,
570214,0,140,chaste widow,貞婦,,,18417,lgid=316805,
570215,0,140,chaste widow,貞婦,,,18417,lgid=316806,
570216,0,140,chaste widow,貞婦,,,18417,lgid=316806,
570218,0,140,chaste widow,貞婦,,,18417,lgid=316806,
570221,0,140,chaste widow,貞婦,,,18417,lgid=316807,
570222,0,140,chaste widow,貞婦,,,18417,lgid=316807,
570223,0,140,chaste widow,貞婦,,,18417,lgid=316807,
570224,0,140,chaste widow,貞婦,,,18417,lgid=316808,
570227,0,140,chaste widow,貞婦,,,18417,lgid=316808,
570228,0,140,chaste widow,貞婦,,,18417,lgid=316808,
570233,0,140,chaste widow,貞婦,,,18417,lgid=316809,
570234,0,140,chaste widow,貞婦,,,18417,lgid=316810,
570236,0,140,chaste widow,貞婦,,,18417,lgid=316810,
570237,0,140,chaste widow,貞婦,,,18417,lgid=316810,
570238,0,140,chaste widow,貞婦,,,18417,lgid=316810,
570242,0,140,chaste widow,貞婦,,,18417,lgid=316811,
570243,0,140,chaste widow,貞婦,,,18417,lgid=316811,
570244,0,140,chaste widow,貞婦,,,18417,lgid=316811,
570246,0,140,chaste widow,貞婦,,,18417,lgid=316811,
570247,0,140,chaste widow,貞婦,,,18417,lgid=316812,
570248,0,33,farmer,農民,,,18417,lgid=316812,
570248,0,140,chaste widow,貞婦,,,18417,lgid=316812,
570250,0,140,chaste widow,貞婦,,,18417,lgid=316812,
570303,1,296,Righteous person,義民/義官,,,4618,Igid=1203633,剛直尙氣節族黨有爭訟者以茂持正不阿多就決之嘉靖間嵗饑出粟賑濟所全活者萬人官長沙府通判卒於官
570310,1,296,Righteous person,義民/義官,,,4618,Igid=1203633-1203634,里中有爭者無巨細悉力排解事多釋每嵗暮奇寒恆出衣粟以惠隣族之貧無吿者未嘗有德色
570314,1,296,Righteous person,義民/義官,,,4618,Igid=1203642,遭華林賊拘縶及逆濠囚禁皆不屈好賢樂士周恤貧乏老無依者以已田贍之歿不能葬者以棺木助之一時士大夫莫不敬慕
570320,1,296,Righteous person,義民/義官,,,4618,Igid=1203643,慷慨輕財一日家人路拾遺金卽命訪還其人人皆義之
570321,1,296,Righteous person,義民/義官,,,4618,Igid=1203643,遇嵗歉施穀救饑全活無算
570322,1,296,Righteous person,義民/義官,,,4618,Igid=1203652,正統六年納穀一千五百石賑荒
570323,1,296,Righteous person,義民/義官,,,4618,Igid=1203652,正統七年納穀七百石賑饑又同邑周榮通納穀六百石蕭添瑞納穀七百百盧興崇納穀七百石備賑
570324,1,296,Righteous person,義民/義官,,,4618,Igid=1203652,景泰四年納穀一千六百五十石賑荒人咸德之
570325,1,296,Righteous person,義民/義官,,,4618,Igid=1203652,天順二年納穀一千二百石賑饑又倡義學助金百兩日往督工人高其義
570326,1,296,Righteous person,義民/義官,,,4618,Igid=1203652,天順五年納穀六百石備賑同邑李本鎰納穀五百石賑荒
570327,1,296,Righteous person,義民/義官,,,4618,Igid=1203652-1203653,天順間捐穀一千石賑荒同邑葉希道葉茂於成化間亦捐穀賑荒
570328,1,296,Righteous person,義民/義官,,,4618,Igid=1203653,成化間修學宮文獻以基址逼隘慨然割其地十餘畝益之士大夫高其義
570329,1,296,Righteous person,義民/義官,,,4618,Igid=1203653,七里山路始鑿於宋李宗道路在山腰險峻難行宏治十三年璟璽兄弟捐貲改鑿其下車馬甚便知府祝瀚巡撫林俊先後按部武甯道經七里山深嘉其功旌爲義民
570330,1,296,Righteous person,義民/義官,,,4618,Igid=1203653,七里山路始鑿於宋李宗道路在山腰險峻難行宏治十三年璟璽兄弟捐貲改鑿其下車馬甚便知府祝瀚巡撫林俊先後按部武甯道經七里山深嘉其功旌爲義民
570331,1,296,Righteous person,義民/義官,,,4618,Igid=1203653,正德間知縣陸浚謀改建學宮慮費不足環聞之躬董其事卒大就又嘗修祖廟置義田以贍族中寒士
570332,1,296,Righteous person,義民/義官,,,4618,Igid=1203653,嘉靖元年建看鶴橋搆亭其上又修孟家灣路甃石五百丈
570333,1,296,Righteous person,義民/義官,,,4618,Igid=1203653,嘉靖乙酉督率家人工匠鑿險通道興國費工十萬有奇一時稱便
570334,0,296,Righteous person,義民/義官,,,4618,Igid=1203653,嘉靖間修城蓬山董其事日夜經營費不足者捐金助之萬厯九年通判張翼督丈田畝諸事一倚於蓬山戊子荒旱蓬山助穀一千二百石助賑年八十三七舉鄕飮大賓
570335,1,296,Righteous person,義民/義官,,,4618,Igid=1203653,嘉靖間旱荒出穀八百石助賑全活甚眾
570337,1,296,Righteous person,義民/義官,,,4618,Igid=1203653,凶年發粟賑饑全活甚眾
570339,1,296,Righteous person,義民/義官,,,4618,Igid=1203654,南鄕至縣城甚艱險喜陽鑿嶺開新道以通之又治淸映橋免涉澗水鄕人頌其德
570340,1,296,Righteous person,義民/義官,,,4618,Igid=1203654,萬厯三年出粟賑濟四年獻學田五十畝助修西門外書院又建潘埠橋捐修羅溪公館人皆義之
570341,1,296,Righteous person,義民/義官,,,4618,Igid=1203654,萬厯九年嵗歉捐粟助賑又捐金修儒學士人賢之
570342,1,296,Righteous person,義民/義官,,,4618,Igid=1203654,萬厯間間南城浮橋橫亙九十余丈兩岸立石堤製舟七十餘艘列木爲梁旁繫鐵索奠以錘纜計千金往來稱便
570343,0,296,Righteous person,義民/義官,1589,,4618,Igid=1203654,萬厯十七年捐穀三百石備賑
570345,0,140,chaste widow,貞婦,,,18417,lgid=316812,
570346,0,140,chaste widow,貞婦,,,18417,lgid=316812,
570347,0,140,chaste widow,貞婦,,,18417,lgid=316813,
570350,0,140,chaste widow,貞婦,,,18417,lgid=316813,
570351,0,140,chaste widow,貞婦,,,18417,lgid=316813,
570353,0,140,chaste widow,貞婦,,,18417,lgid=316813,
570356,0,233,skilled at writing,工於文,,,18417,lgid=316813,
570357,0,33,farmer,農民,,,18417,lgid=316813,
570357,0,140,chaste widow,貞婦,,,18417,lgid=316813,
570358,0,140,chaste widow,貞婦,,,18417,lgid=316814,
570360,0,140,chaste widow,貞婦,,,18417,lgid=316815,
570362,0,140,chaste widow,貞婦,,,18417,lgid=316815,
570363,0,140,chaste widow,貞婦,,,18417,lgid=316815,
570364,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316816,
570365,0,140,chaste widow,貞婦,,,18417,lgid=316816,
570366,0,140,chaste widow,貞婦,,,18417,lgid=316816,
570368,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316816,
570370,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316817,
570371,0,140,chaste widow,貞婦,,,18417,lgid=316817,
570372,0,59,merchant,商人,,,18417,lgid=316817,
570373,0,140,chaste widow,貞婦,,,18417,lgid=316817,
570375,0,140,chaste widow,貞婦,,,18417,lgid=316817,
570376,0,140,chaste widow,貞婦,,,18417,lgid=316818,
570377,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316818,
570378,0,140,chaste widow,貞婦,,,18417,lgid=316818,
570381,0,94,teacher,收徒講學,,,4565,lgid=1166343,
570390,0,140,chaste widow,貞婦,,,18417,lgid=316818,
570393,0,140,chaste widow,貞婦,,,18417,lgid=316819,
570395,0,140,chaste widow,貞婦,,,18417,lgid=316819,
570396,0,140,chaste widow,貞婦,,,18417,lgid=316819,
570398,0,140,chaste widow,貞婦,,,18417,lgid=316819,
570399,0,140,chaste widow,貞婦,,,18417,lgid=316820,
570400,0,140,chaste widow,貞婦,,,18417,lgid=316820,
570401,0,140,chaste widow,貞婦,,,18417,lgid=316819,
570403,0,140,chaste widow,貞婦,,,18417,lgid=316820,
570405,0,140,chaste widow,貞婦,,,18417,lgid=316821,
570411,0,140,chaste widow,貞婦,,,18417,lgid=316821,
570412,0,140,chaste widow,貞婦,,,18417,lgid=316821,
570413,0,140,chaste widow,貞婦,,,18417,lgid=316822,
570414,0,140,chaste widow,貞婦,,,18417,lgid=316822,
570419,0,140,chaste widow,貞婦,,,18417,lgid=316822,
570426,0,192,scholar of Classics (Classics of Rites),經學家—禮經,,,65192,lgid=1163910,
570427,0,144,holder of a private library,藏書家,,,65192,lgid=1163698,
570434,0,142,historian,史學家,,,4565,lgid=1166346,
570438,0,140,chaste widow,貞婦,,,18417,lgid=316822,
570439,0,140,chaste widow,貞婦,,,18417,lgid=316822,
570439,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316822,
570440,0,140,chaste widow,貞婦,,,18417,lgid=316822,
570442,0,140,chaste widow,貞婦,,,18417,lgid=316822,
570444,0,233,skilled at writing,工於文,,,18417,lgid=316823,
570452,0,140,chaste widow,貞婦,,,18417,lgid=316823,
570453,0,140,chaste widow,貞婦,,,18417,lgid=316823,
570453,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316823,
570454,0,233,skilled at writing,工於文,,,18417,lgid=316823,
570460,1,296,Righteous person,義民/義官,,,4618,Igid=1203653,嘉靖乙酉督率家人工匠鑿險通道興國費工十萬有奇一時稱便孫大藩續修之
570462,0,140,chaste widow,貞婦,,,18417,lgid=316823,
570464,0,140,chaste widow,貞婦,,,18417,lgid=316824,
570465,1,296,Righteous person,義民/義官,,,4618,Igid=1203652,同邑李志仁納穀一千一百石
570469,1,296,Righteous person,義民/義官,,,4618,Igid=1203652,納穀七百石備賑
570470,0,140,chaste widow,貞婦,,,18417,lgid=316824,
570472,0,140,chaste widow,貞婦,,,18417,lgid=316824,
570485,0,140,chaste widow,貞婦,,,18417,lgid=316825,
570497,0,140,chaste widow,貞婦,,,18417,lgid=316825,
570507,0,140,chaste widow,貞婦,,,18417,lgid=316825,
570509,1,296,Righteous person,義民/義官,,,4618,Igid=1203624,尤好施與凡兩助邑賑
570529,0,140,chaste widow,貞婦,,,18417,lgid=316826,
570530,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316826,
570533,0,140,chaste widow,貞婦,,,18417,lgid=316826,
570535,0,140,chaste widow,貞婦,,,18417,lgid=316826,
570536,0,140,chaste widow,貞婦,,,18417,lgid=316826,
570536,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316826,
570537,0,140,chaste widow,貞婦,,,18417,lgid=316827,
570541,0,140,chaste widow,貞婦,,,18417,lgid=316827,
570542,0,140,chaste widow,貞婦,,,18417,lgid=316827,
570544,0,140,chaste widow,貞婦,,,18417,lgid=316827,
570544,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316827,
570546,0,140,chaste widow,貞婦,,,18417,lgid=316827,
570548,0,140,chaste widow,貞婦,,,18417,lgid=316827,
570551,0,140,chaste widow,貞婦,,,18417,lgid=316827,
570553,0,140,chaste widow,貞婦,,,18417,lgid=316827,
570555,0,140,chaste widow,貞婦,,,18417,lgid=316827,
570556,0,140,chaste widow,貞婦,,,18417,lgid=316828,
570557,0,140,chaste widow,貞婦,,,18417,lgid=316828,
570561,0,140,chaste widow,貞婦,,,18417,lgid=316829,
570562,0,140,chaste widow,貞婦,,,18417,lgid=316829,
570563,0,140,chaste widow,貞婦,,,18417,lgid=316829,
570564,0,140,chaste widow,貞婦,,,18417,lgid=316829,
570566,0,140,chaste widow,貞婦,,,18417,lgid=316830,
570570,1,296,Righteous person,義民/義官,,,4618,Igid=1203589,熊兆曹仕旭曹仕迪裘景進正統時出穀一千七百石助賑
570571,1,296,Righteous person,義民/義官,,,4618,Igid=1203589,仕旭於正統五年出穀一千六百石
570572,1,296,Righteous person,義民/義官,,,4618,Igid=1203589,正統六年出穀二千石
570606,1,296,Righteous person,義民/義官,,,4618,Igid=1203589,景泰四年出穀五千石俱以助賑賜敕旌獎
570607,1,296,Righteous person,義民/義官,,,4618,Igid=1203589,以牛酒犒師捐穀助餉
570608,1,296,Righteous person,義民/義官,,,4618,Igid=1203654,萬厯戊子大荒竭資助賑活人無數
570609,1,296,Righteous person,義民/義官,,,4618,Igid=1203654,建書屋東南城外廣集生徒不較束脩設庖爨爲往來講文之會并請開通濟門以便學者
570610,1,296,Righteous person,義民/義官,,,4618,Igid=1203654,明末流寇充斥所過殘滅尊鄕同姪新國集眾練集金革以備攻守鄕人賴之
570612,1,296,Righteous person,義民/義官,,,4618,Igid=1203721,明諸生崇禎末荒旱斌率鄕人白令令方急催科鄕人大噪令以變聞將移兵討之斌鳴於撫軍得白時鄧雲龍禍武甯刼斌至麾下同邑張姓族大忤雲龍雲龍欲屠之斌密令避去得免雲龍又擒菖蒲山劉氏索餉嚴急斌請釋歸取金旣釋斌乘閒遁歸集鄕人扼隘固守雲龍懼而退
570613,1,296,Righteous person,義民/義官,,,4618,Igid=1203655,天啟五年旱荒克儀出穀五百石備賑
570614,1,296,Righteous person,義民/義官,,,4618,Igid=1203655,天啟五年旱荒出粟三百石濟之
570618,1,296,Righteous person,義民/義官,,,4618,Igid=1203677,有智畧家素封元至正十年嵗大祲出粟千石洪武二年復饑仍出粟七百石分賑鄕里有司屢旌其門他如施槥木給棉衣嵗以爲常
570619,0,140,chaste widow,貞婦,,,18417,lgid=316830,
570621,0,140,chaste widow,貞婦,,,18417,lgid=316830,
570622,0,140,chaste widow,貞婦,,,18417,lgid=316831,
570625,0,140,chaste widow,貞婦,,,18417,lgid=316831,
570627,0,140,chaste widow,貞婦,,,18417,lgid=316831,
570628,0,140,chaste widow,貞婦,,,18417,lgid=316831,
570629,0,140,chaste widow,貞婦,,,18417,lgid=316831,
570630,0,140,chaste widow,貞婦,,,18417,lgid=316831,
570630,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316831,
570631,0,140,chaste widow,貞婦,,,18417,lgid=316831,
570632,0,140,chaste widow,貞婦,,,18417,lgid=316831,
570633,0,140,chaste widow,貞婦,,,18417,lgid=316832,
570636,0,140,chaste widow,貞婦,,,18417,lgid=316832,
570637,0,140,chaste widow,貞婦,,,18417,lgid=316832,
570638,0,140,chaste widow,貞婦,,,18417,lgid=316832,
570639,0,140,chaste widow,貞婦,,,18417,lgid=316832,
570641,0,140,chaste widow,貞婦,,,18417,lgid=316798,
570642,0,140,chaste widow,貞婦,,,18417,lgid=316833,
570643,0,140,chaste widow,貞婦,,,18417,lgid=316834,
570645,0,140,chaste widow,貞婦,,,18417,lgid=316834,
570647,0,140,chaste widow,貞婦,,,18417,lgid=316834,
570648,0,140,chaste widow,貞婦,,,18417,lgid=316834,
570649,0,140,chaste widow,貞婦,,,18417,lgid=316834,
570652,0,140,chaste widow,貞婦,,,18417,lgid=316835,
570655,0,140,chaste widow,貞婦,,,18417,lgid=316835,
570659,0,140,chaste widow,貞婦,,,18417,lgid=316835,
570660,0,140,chaste widow,貞婦,,,18417,lgid=316835,
570662,0,140,chaste widow,貞婦,,,18417,lgid=316835,
570663,0,140,chaste widow,貞婦,,,18417,lgid=316835,
570664,0,140,chaste widow,貞婦,,,18417,lgid=316835,
570665,0,140,chaste widow,貞婦,,,18417,lgid=316835,
570666,0,140,chaste widow,貞婦,,,18417,lgid=316836,
570668,0,140,chaste widow,貞婦,,,18417,lgid=316836,
570669,0,140,chaste widow,貞婦,,,18417,lgid=316836,
570670,0,140,chaste widow,貞婦,,,18417,lgid=316836,
570672,0,140,chaste widow,貞婦,,,18417,lgid=316836,
570674,0,140,chaste widow,貞婦,,,18417,lgid=316836,
570676,0,140,chaste widow,貞婦,,,18417,lgid=316836,
570679,0,140,chaste widow,貞婦,,,18417,lgid=316836,
570680,0,140,chaste widow,貞婦,,,18417,lgid=316836,
570681,0,140,chaste widow,貞婦,,,18417,lgid=316836,
570682,0,140,chaste widow,貞婦,,,18417,lgid=316836,
570683,0,140,chaste widow,貞婦,,,18417,lgid=316837,
570684,0,140,chaste widow,貞婦,,,18417,lgid=316837,
570685,0,140,chaste widow,貞婦,,,18417,lgid=316837,
570686,0,140,chaste widow,貞婦,,,18417,lgid=316837,
570687,0,140,chaste widow,貞婦,,,18417,lgid=316838,
570688,0,140,chaste widow,貞婦,,,18417,lgid=316838,
570689,0,140,chaste widow,貞婦,,,18417,lgid=316838,
570690,0,140,chaste widow,貞婦,,,18417,lgid=316838,
570691,0,140,chaste widow,貞婦,,,18417,lgid=316839,
570692,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316839,
570692,0,180,erudite,博學之人,,,18417,lgid=316839,
570694,0,140,chaste widow,貞婦,,,18417,lgid=316839,
570695,0,140,chaste widow,貞婦,,,18417,lgid=316839,
570696,0,140,chaste widow,貞婦,,,18417,lgid=316839,
570697,0,147,filial son/daughter,孝子/孝女,,,18417,lgid=316840,
570699,0,140,chaste widow,貞婦,,,18417,lgid=316840,
570700,0,140,chaste widow,貞婦,,,18417,lgid=316841,
570701,0,140,chaste widow,貞婦,,,18417,lgid=316841,
570704,0,140,chaste widow,貞婦,,,18417,lgid=316841,
570705,0,140,chaste widow,貞婦,,,18417,lgid=316842,
570706,0,140,chaste widow,貞婦,,,18417,lgid=316842,
570707,0,140,chaste widow,貞婦,,,18417,lgid=316842,
570708,0,140,chaste widow,貞婦,,,18417,lgid=316842,
570709,0,140,chaste widow,貞婦,,,18417,lgid=316843,
570711,0,66,private secretary of official,[幕僚],,,18417,lgid=316843,
570713,0,66,private secretary of official,[幕僚],,,18417,lgid=316843,
570715,0,140,chaste widow,貞婦,,,18417,lgid=316843,
570717,0,140,chaste widow,貞婦,,,18417,lgid=316843,
570718,0,140,chaste widow,貞婦,,,18417,lgid=316843,
570719,0,140,chaste widow,貞婦,,,18417,lgid=316843,
570722,0,140,chaste widow,貞婦,,,18417,lgid=316843,
570724,0,140,chaste widow,貞婦,,,18417,lgid=316843,
570725,0,140,chaste widow,貞婦,,,18417,lgid=316843,
570726,0,140,chaste widow,貞婦,,,18417,lgid=316844,
570729,0,140,chaste widow,貞婦,,,18417,lgid=316844,
570730,0,140,chaste widow,貞婦,,,18417,lgid=316844,
570731,0,140,chaste widow,貞婦,,,18417,lgid=316844,
570732,0,140,chaste widow,貞婦,,,18417,lgid=316845,
570733,0,140,chaste widow,貞婦,,,18417,lgid=316845,
