c_personid,c_sequence,c_status_code,c_status_desc,c_status_desc_chn,c_firstyear,c_lastyear,c_source,c_pages,c_notes
1,1,68,office: finance,[財政官員],0,0,0,,
1,2,34,office:state council,[宰執],0,0,0,,
2,1,68,office: finance,[財政官員],0,0,0,,
3,0,14,commoner (buyi),布衣,,,7596,3024,
3,1,68,office: finance,[財政官員],0,0,0,,
3,1,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,2986,,
3,2,34,office:state council,[宰執],0,0,0,,
4,0,9,calligrapher,書法家,,,0,,
4,0,40,civil office,[為官者：文],,,0,,
4,1,68,office: finance,[財政官員],0,0,0,,
5,0,40,civil office,[為官者：文],,,0,,
5,1,68,office: finance,[財政官員],0,0,0,,
6,0,40,civil office,[為官者：文],,,0,,
6,0,52,literati,士人,,,0,,
6,1,68,office: finance,[財政官員],0,0,0,,
7,1,68,office: finance,[財政官員],0,0,0,,
8,1,68,office: finance,[財政官員],0,0,0,,
9,1,68,office: finance,[財政官員],0,0,0,,
10,0,40,civil office,[為官者：文],,,0,,
10,1,68,office: finance,[財政官員],0,0,0,,
11,0,144,holder of a private library,藏書家,,,0,,
11,0,205,bibliographer,目錄學家,,,7596,10701,
11,1,68,office: finance,[財政官員],0,0,0,,
12,0,40,civil office,[為官者：文],,,0,,
12,1,68,office: finance,[財政官員],0,0,0,,
13,0,9,calligrapher,書法家,,,7596,10729,
13,0,40,civil office,[為官者：文],,,0,,
13,0,71,painter,畫家,,,7596,10729,
13,0,114,poet,詩人,,,0,,
13,0,263,extensive factual knowledge,強記;博學強記,,,7596,10729,
13,0,285,Known for Epigraphy,好金石,,,26791,,
13,1,68,office: finance,[財政官員],0,0,0,,
13,1,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,2986,,
14,0,165,man of culture (wenren),文人,,,0,,
14,1,68,office: finance,[財政官員],0,0,0,,
15,1,68,office: finance,[財政官員],0,0,0,,
16,1,68,office: finance,[財政官員],0,0,0,,
17,1,68,office: finance,[財政官員],0,0,0,,
18,1,68,office: finance,[財政官員],0,0,0,,
19,0,186,society member,結社,,,7596,13861,
19,1,68,office: finance,[財政官員],0,0,0,,
19,1,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,2986,,
20,0,114,poet,詩人,,,7596,14480,
20,0,192,scholar of Classics (Classics of Rites),經學家—禮經,,,7596,14480,
20,1,68,office: finance,[財政官員],0,0,0,,
21,1,68,office: finance,[財政官員],0,0,0,,
22,1,50,landownership,家有田產,1130,1130,0,,From Hartwell's STATUS code.
22,2,68,office: finance,[財政官員],0,0,0,,
23,1,68,office: finance,[財政官員],0,0,0,,
24,0,157,honest official,良吏;循吏,,,7596,14200,
24,1,68,office: finance,[財政官員],0,0,0,,
25,0,142,historian,史學家,,,7596,13580,
25,1,68,office: finance,[財政官員],0,0,0,,
26,0,114,poet,詩人,,,7596,13956,
26,1,68,office: finance,[財政官員],0,0,0,,
27,1,68,office: finance,[財政官員],0,0,0,,
28,1,68,office: finance,[財政官員],0,0,0,,
29,1,68,office: finance,[財政官員],0,0,0,,
30,1,68,office: finance,[財政官員],0,0,0,,
31,1,68,office: finance,[財政官員],0,0,0,,
32,1,68,office: finance,[財政官員],0,0,0,,
33,1,68,office: finance,[財政官員],0,0,0,,
34,1,68,office: finance,[財政官員],0,0,0,,
34,2,34,office:state council,[宰執],0,0,0,,
35,1,68,office: finance,[財政官員],0,0,0,,
36,0,197,scholar of Classics (Spring and Autumn Annals),經學家—春秋,,,7596,14100,
36,0,238,rhapsody writer,工於作賦,,,7596,14100,
36,1,68,office: finance,[財政官員],0,0,0,,
37,0,264,fond of learning,好學,,,7596,13807,
37,1,68,office: finance,[財政官員],0,0,0,,
38,1,68,office: finance,[財政官員],0,0,0,,
39,1,68,office: finance,[財政官員],0,0,0,,
40,1,68,office: finance,[財政官員],0,0,0,,
41,1,68,office: finance,[財政官員],0,0,0,,
42,1,68,office: finance,[財政官員],0,0,0,,
43,1,68,office: finance,[財政官員],0,0,0,,
43,1,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,2986,,
44,1,68,office: finance,[財政官員],0,0,0,,
46,0,148,multigenerational family,義門,,,7596,14002,
46,1,68,office: finance,[財政官員],0,0,0,,
47,1,68,office: finance,[財政官員],0,0,0,,
48,1,68,office: finance,[財政官員],0,0,0,,
49,1,68,office: finance,[財政官員],0,0,0,,
50,1,68,office: finance,[財政官員],0,0,0,,
51,1,68,office: finance,[財政官員],0,0,0,,
52,1,68,office: finance,[財政官員],0,0,0,,
53,1,68,office: finance,[財政官員],0,0,0,,
54,1,68,office: finance,[財政官員],0,0,0,,
55,1,68,office: finance,[財政官員],0,0,0,,
56,1,68,office: finance,[財政官員],0,0,0,,
57,1,68,office: finance,[財政官員],0,0,0,,
58,1,68,office: finance,[財政官員],0,0,0,,
59,1,68,office: finance,[財政官員],0,0,0,,
60,1,68,office: finance,[財政官員],0,0,0,,
61,0,50,landownership,家有田產,1081,1081,0,,From Hartwell's STATUS code.
61,1,68,office: finance,[財政官員],0,0,0,,
62,1,68,office: finance,[財政官員],0,0,0,,
62,2,34,office:state council,[宰執],0,0,0,,
63,1,68,office: finance,[財政官員],0,0,0,,
64,1,68,office: finance,[財政官員],0,0,0,,
65,1,68,office: finance,[財政官員],0,0,0,,
66,1,68,office: finance,[財政官員],0,0,0,,
67,1,68,office: finance,[財政官員],0,0,0,,
68,1,68,office: finance,[財政官員],0,0,0,,
69,1,68,office: finance,[財政官員],0,0,0,,
70,1,68,office: finance,[財政官員],0,0,0,,
71,1,68,office: finance,[財政官員],0,0,0,,
72,1,68,office: finance,[財政官員],0,0,0,,
73,1,68,office: finance,[財政官員],0,0,0,,
74,1,68,office: finance,[財政官員],0,0,0,,
75,1,68,office: finance,[財政官員],0,0,0,,
76,1,68,office: finance,[財政官員],0,0,0,,
77,1,68,office: finance,[財政官員],0,0,0,,
77,2,34,office:state council,[宰執],0,0,0,,
78,0,252,excelled in horseriding and archery,精於騎射,,,7596,14213,
78,1,68,office: finance,[財政官員],0,0,0,,
79,0,142,historian,史學家,,,7596,14493,
79,0,285,Known for Epigraphy,好金石,,,40313,,
79,1,68,office: finance,[財政官員],0,0,0,,
79,1,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,2986,,
80,1,68,office: finance,[財政官員],0,0,0,,
81,1,68,office: finance,[財政官員],0,0,0,,
82,1,68,office: finance,[財政官員],0,0,0,,
83,1,68,office: finance,[財政官員],0,0,0,,
83,2,34,office:state council,[宰執],0,0,0,,
84,1,68,office: finance,[財政官員],0,0,0,,
86,1,68,office: finance,[財政官員],0,0,0,,
87,1,68,office: finance,[財政官員],0,0,0,,
88,1,68,office: finance,[財政官員],0,0,0,,
89,1,68,office: finance,[財政官員],0,0,0,,
90,1,68,office: finance,[財政官員],0,0,0,,
91,1,68,office: finance,[財政官員],0,0,0,,
92,1,68,office: finance,[財政官員],0,0,0,,
93,0,263,extensive factual knowledge,強記;博學強記,,,7596,14525,
93,0,264,fond of learning,好學,,,7596,14525,
93,1,68,office: finance,[財政官員],0,0,0,,
94,1,68,office: finance,[財政官員],0,0,0,,
95,1,68,office: finance,[財政官員],0,0,0,,
96,1,68,office: finance,[財政官員],0,0,0,,
97,1,68,office: finance,[財政官員],0,0,0,,
97,2,34,office:state council,[宰執],0,0,0,,
98,0,114,poet,詩人,,,7596,14539,
98,0,142,historian,史學家,,,7596,14539,
98,0,222,practioner of Daoist magics,習於道術,,,7596,14539,
98,0,264,fond of learning,好學,,,7596,14539,
98,1,68,office: finance,[財政官員],0,0,0,,
98,2,34,office:state council,[宰執],0,0,0,,
99,0,9,calligrapher,書法家,,,7596,14541,
99,0,252,excelled in horseriding and archery,精於騎射,,,7596,14541,
99,1,68,office: finance,[財政官員],0,0,0,,
100,1,68,office: finance,[財政官員],0,0,0,,
101,1,68,office: finance,[財政官員],0,0,0,,
102,1,68,office: finance,[財政官員],0,0,0,,
103,1,68,office: finance,[財政官員],0,0,0,,
104,1,68,office: finance,[財政官員],0,0,0,,
105,1,68,office: finance,[財政官員],0,0,0,,
106,1,68,office: finance,[財政官員],0,0,0,,
107,1,68,office: finance,[財政官員],0,0,0,,
108,0,142,historian,史學家,,,7596,13764,
108,0,189,scholar of Classics (Book of Change),經學家—易經,,,7596,13764,
108,0,264,fond of learning,好學,,,7596,13764,
108,1,68,office: finance,[財政官員],0,0,0,,
109,1,68,office: finance,[財政官員],0,0,0,,
110,1,68,office: finance,[財政官員],0,0,0,,
111,1,68,office: finance,[財政官員],0,0,0,,
112,1,68,office: finance,[財政官員],0,0,0,,
113,0,22,died young,早卒(未成年而卒),,,7596,16653,
113,1,68,office: finance,[財政官員],0,0,0,,
114,1,68,office: finance,[財政官員],0,0,0,,
115,1,68,office: finance,[財政官員],0,0,0,,
116,1,68,office: finance,[財政官員],0,0,0,,
116,2,34,office:state council,[宰執],0,0,0,,
117,1,68,office: finance,[財政官員],0,0,0,,
117,2,34,office:state council,[宰執],0,0,0,,
118,1,68,office: finance,[財政官員],0,0,0,,
118,2,34,office:state council,[宰執],0,0,0,,
119,1,68,office: finance,[財政官員],0,0,0,,
120,1,68,office: finance,[財政官員],0,0,0,,
121,1,68,office: finance,[財政官員],0,0,0,,
122,1,68,office: finance,[財政官員],0,0,0,,
123,1,68,office: finance,[財政官員],0,0,0,,
124,1,68,office: finance,[財政官員],0,0,0,,
125,1,68,office: finance,[財政官員],0,0,0,,
126,1,68,office: finance,[財政官員],0,0,0,,
127,1,68,office: finance,[財政官員],0,0,0,,
128,1,68,office: finance,[財政官員],0,0,0,,
129,1,68,office: finance,[財政官員],0,0,0,,
130,1,68,office: finance,[財政官員],0,0,0,,
131,1,68,office: finance,[財政官員],0,0,0,,
132,1,68,office: finance,[財政官員],0,0,0,,
133,1,68,office: finance,[財政官員],0,0,0,,
134,0,40,civil office,[為官者：文],,,0,,
134,1,68,office: finance,[財政官員],0,0,0,,
135,1,68,office: finance,[財政官員],0,0,0,,
136,0,22,died young,早卒(未成年而卒),,,7596,12250,
136,1,68,office: finance,[財政官員],0,0,0,,
137,1,68,office: finance,[財政官員],0,0,0,,
138,1,68,office: finance,[財政官員],0,0,0,,
139,1,68,office: finance,[財政官員],0,0,0,,
140,1,68,office: finance,[財政官員],0,0,0,,
141,1,68,office: finance,[財政官員],0,0,0,,
142,1,68,office: finance,[財政官員],0,0,0,,
143,1,68,office: finance,[財政官員],0,0,0,,
144,1,68,office: finance,[財政官員],0,0,0,,
145,0,9,calligrapher,書法家,,,7596,22318,
145,0,144,holder of a private library,藏書家,,,7596,22318,
145,1,68,office: finance,[財政官員],0,0,0,,
145,1,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,2986,,
146,0,9,calligrapher,書法家,,,7596,22279,
146,0,71,painter,畫家,,,7596,22279,
146,1,68,office: finance,[財政官員],0,0,0,,
147,1,68,office: finance,[財政官員],0,0,0,,
148,1,68,office: finance,[財政官員],0,0,0,,
149,1,68,office: finance,[財政官員],0,0,0,,
150,1,68,office: finance,[財政官員],0,0,0,,
150,2,34,office:state council,[宰執],0,0,0,,
151,1,68,office: finance,[財政官員],0,0,0,,
152,1,68,office: finance,[財政官員],0,0,0,,
153,1,68,office: finance,[財政官員],0,0,0,,
154,1,68,office: finance,[財政官員],0,0,0,,
155,1,68,office: finance,[財政官員],0,0,0,,
156,0,114,poet,詩人,,,7596,10276,
156,0,186,society member,結社,,,7596,10276,
156,1,61,military,[武官],0,0,0,,
157,0,186,society member,結社,,,7596,10297,
157,1,68,office: finance,[財政官員],0,0,0,,
157,1,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,2986,,
158,1,68,office: finance,[財政官員],0,0,0,,
159,1,68,office: finance,[財政官員],0,0,0,,
160,1,68,office: finance,[財政官員],0,0,0,,
161,0,204,scholar of textual criticism (jiaokan),校堪學家,,,7596,2838,
161,1,68,office: finance,[財政官員],0,0,0,,
162,1,68,office: finance,[財政官員],0,0,0,,
163,1,61,military,[武官],0,0,0,,
164,0,157,honest official,良吏;循吏,,,7596,16997,
164,1,68,office: finance,[財政官員],0,0,0,,
165,1,68,office: finance,[財政官員],0,0,0,,
165,2,34,office:state council,[宰執],0,0,0,,
166,1,68,office: finance,[財政官員],0,0,0,,
167,1,68,office: finance,[財政官員],0,0,0,,
168,1,68,office: finance,[財政官員],0,0,0,,
168,2,34,office:state council,[宰執],0,0,0,,
169,1,68,office: finance,[財政官員],0,0,0,,
170,1,68,office: finance,[財政官員],0,0,0,,
171,1,68,office: finance,[財政官員],0,0,0,,
172,1,68,office: finance,[財政官員],0,0,0,,
173,0,230,water management expert,水利專家,,,7596,13055,
173,1,68,office: finance,[財政官員],0,0,0,,
174,0,146,Neo-Confucian thinker (lixue),理學家,,,7596,12858,
174,1,68,office: finance,[財政官員],0,0,0,,
175,1,68,office: finance,[財政官員],0,0,0,,
176,1,68,office: finance,[財政官員],0,0,0,,
177,1,68,office: finance,[財政官員],0,0,0,,
178,1,68,office: finance,[財政官員],0,0,0,,
179,1,68,office: finance,[財政官員],0,0,0,,
180,1,68,office: finance,[財政官員],0,0,0,,
181,1,61,military,[武官],0,0,0,,
182,0,114,poet,詩人,,,7596,12357,
182,1,68,office: finance,[財政官員],0,0,0,,
183,0,14,commoner (buyi),布衣,,,7596,13388,
183,1,68,office: finance,[財政官員],0,0,0,,
183,2,34,office:state council,[宰執],0,0,0,,
184,1,68,office: finance,[財政官員],0,0,0,,
185,1,68,office: finance,[財政官員],0,0,0,,
186,1,68,office: finance,[財政官員],0,0,0,,
187,1,68,office: finance,[財政官員],0,0,0,,
187,2,34,office:state council,[宰執],0,0,0,,
188,1,68,office: finance,[財政官員],0,0,0,,
189,1,68,office: finance,[財政官員],0,0,0,,
190,1,68,office: finance,[財政官員],0,0,0,,
191,0,192,scholar of Classics (Classics of Rites),經學家—禮經,,,7596,12737,
191,1,68,office: finance,[財政官員],0,0,0,,
192,1,68,office: finance,[財政官員],0,0,0,,
193,1,68,office: finance,[財政官員],0,0,0,,
194,1,68,office: finance,[財政官員],0,0,0,,
195,1,68,office: finance,[財政官員],0,0,0,,
196,1,29,eunuch,宦官,960,0,0,,
196,3,68,office: finance,[財政官員],0,0,0,,
197,1,68,office: finance,[財政官員],0,0,0,,
198,1,68,office: finance,[財政官員],0,0,0,,
199,1,68,office: finance,[財政官員],0,0,0,,
200,1,68,office: finance,[財政官員],0,0,0,,
200,2,34,office:state council,[宰執],0,0,0,,
201,1,68,office: finance,[財政官員],0,0,0,,
202,1,68,office: finance,[財政官員],0,0,0,,
203,1,68,office: finance,[財政官員],0,0,0,,
204,1,68,office: finance,[財政官員],0,0,0,,
205,0,147,filial son/daughter,孝子/孝女,,,7596,13351,
205,1,68,office: finance,[財政官員],0,0,0,,
206,0,285,Known for Epigraphy,好金石,,,5608,,
206,1,68,office: finance,[財政官員],0,0,0,,
207,1,68,office: finance,[財政官員],0,0,0,,
208,1,68,office: finance,[財政官員],0,0,0,,
209,1,68,office: finance,[財政官員],0,0,0,,
210,1,68,office: finance,[財政官員],0,0,0,,
211,1,68,office: finance,[財政官員],0,0,0,,
211,2,34,office:state council,[宰執],0,0,0,,
212,1,68,office: finance,[財政官員],0,0,0,,
213,1,68,office: finance,[財政官員],0,0,0,,
214,1,68,office: finance,[財政官員],0,0,0,,
215,1,68,office: finance,[財政官員],0,0,0,,
216,1,68,office: finance,[財政官員],0,0,0,,
217,0,288,New Policies dissenters,王安石新法反對者,,,7596,12940,平居未嘗以言徇物 以色假人 王安石用事 嶷然不少屈 以是望高一時
217,1,68,office: finance,[財政官員],0,0,0,,
217,2,34,office:state council,[宰執],0,0,0,,
218,1,68,office: finance,[財政官員],0,0,0,,
219,1,68,office: finance,[財政官員],0,0,0,,
220,0,192,scholar of Classics (Classics of Rites),經學家—禮經,,,7596,13385,
220,1,68,office: finance,[財政官員],0,0,0,,
221,1,68,office: finance,[財政官員],0,0,0,,
222,1,68,office: finance,[財政官員],0,0,0,,
223,1,68,office: finance,[財政官員],0,0,0,,
224,1,68,office: finance,[財政官員],0,0,0,,
225,1,68,office: finance,[財政官員],0,0,0,,
226,1,68,office: finance,[財政官員],0,0,0,,
227,0,36,local literatus / gentry,地方士人/鄉紳,,,7596,13122,
227,0,39,respected by locality,為邑里所重,,,7596,13122,
227,0,114,poet,詩人,,,7596,13122,
227,1,68,office: finance,[財政官員],0,0,0,,
228,1,68,office: finance,[財政官員],0,0,0,,
228,2,34,office:state council,[宰執],0,0,0,,
229,0,147,filial son/daughter,孝子/孝女,,,7596,12642,
229,1,68,office: finance,[財政官員],0,0,0,,
230,1,68,office: finance,[財政官員],0,0,0,,
231,1,68,office: finance,[財政官員],0,0,0,,
232,0,2,army officer,武將,,,7596,12704,
232,1,61,military,[武官],0,0,0,,
233,1,68,office: finance,[財政官員],0,0,0,,
234,1,68,office: finance,[財政官員],0,0,0,,
235,1,68,office: finance,[財政官員],0,0,0,,
236,1,68,office: finance,[財政官員],0,0,0,,
237,1,68,office: finance,[財政官員],0,0,0,,
238,1,68,office: finance,[財政官員],0,0,0,,
239,1,68,office: finance,[財政官員],0,0,0,,
240,1,68,office: finance,[財政官員],0,0,0,,
241,1,68,office: finance,[財政官員],0,0,0,,
242,0,142,historian,史學家,,,7596,12764,
242,1,68,office: finance,[財政官員],0,0,0,,
243,1,68,office: finance,[財政官員],0,0,0,,
244,1,68,office: finance,[財政官員],0,0,0,,
245,1,68,office: finance,[財政官員],0,0,0,,
246,1,68,office: finance,[財政官員],0,0,0,,
247,1,68,office: finance,[財政官員],0,0,0,,
248,0,157,honest official,良吏;循吏,,,7596,13288,
248,1,68,office: finance,[財政官員],0,0,0,,
248,2,34,office:state council,[宰執],0,0,0,,
249,1,68,office: finance,[財政官員],0,0,0,,
250,1,68,office: finance,[財政官員],0,0,0,,
251,1,68,office: finance,[財政官員],0,0,0,,
252,1,68,office: finance,[財政官員],0,0,0,,
252,2,34,office:state council,[宰執],0,0,0,,
253,1,68,office: finance,[財政官員],0,0,0,,
254,1,68,office: finance,[財政官員],0,0,0,,
255,0,285,Known for Epigraphy,好金石,,,5396,,
255,1,68,office: finance,[財政官員],0,0,0,,
256,0,114,poet,詩人,,,24309,pers01801,《全唐詩・卷762》(據唐代人物知識ベース)。
256,1,68,office: finance,[財政官員],0,0,0,,
257,1,68,office: finance,[財政官員],0,0,0,,
258,1,68,office: finance,[財政官員],0,0,0,,
259,1,61,military,[武官],0,0,0,,
260,1,68,office: finance,[財政官員],0,0,0,,
261,0,2,army officer,武將,,,7596,12420,
261,1,68,office: finance,[財政官員],0,0,0,,
262,0,142,historian,史學家,,,7596,12319,
262,1,40,civil office,[為官者：文],0,0,0,,
263,1,68,office: finance,[財政官員],0,0,0,,
264,0,114,poet,詩人,,,7596,12674,
264,1,68,office: finance,[財政官員],0,0,0,,
265,1,68,office: finance,[財政官員],0,0,0,,
266,1,68,office: finance,[財政官員],0,0,0,,
267,1,68,office: finance,[財政官員],0,0,0,,
268,1,68,office: finance,[財政官員],0,0,0,,
269,1,68,office: finance,[財政官員],0,0,0,,
270,1,68,office: finance,[財政官員],0,0,0,,
271,0,147,filial son/daughter,孝子/孝女,,,7596,12535,
271,1,68,office: finance,[財政官員],0,0,0,,
272,0,285,Known for Epigraphy,好金石,,,5396,,
272,1,68,office: finance,[財政官員],0,0,0,,
272,1,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,2986,,
272,2,34,office:state council,[宰執],0,0,0,,
273,1,68,office: finance,[財政官員],0,0,0,,
274,1,68,office: finance,[財政官員],0,0,0,,
275,1,68,office: finance,[財政官員],0,0,0,,
276,1,68,office: finance,[財政官員],0,0,0,,
277,1,68,office: finance,[財政官員],0,0,0,,
278,1,68,office: finance,[財政官員],0,0,0,,
279,1,68,office: finance,[財政官員],0,0,0,,
279,2,34,office:state council,[宰執],0,0,0,,
280,0,147,filial son/daughter,孝子/孝女,,,7596,13277,
280,1,68,office: finance,[財政官員],0,0,0,,
281,1,68,office: finance,[財政官員],0,0,0,,
282,1,68,office: finance,[財政官員],0,0,0,,
283,1,68,office: finance,[財政官員],0,0,0,,
284,1,68,office: finance,[財政官員],0,0,0,,
285,1,68,office: finance,[財政官員],0,0,0,,
286,1,68,office: finance,[財政官員],0,0,0,,
287,1,68,office: finance,[財政官員],0,0,0,,
288,1,68,office: finance,[財政官員],0,0,0,,
289,1,68,office: finance,[財政官員],0,0,0,,
290,1,68,office: finance,[財政官員],0,0,0,,
291,0,114,poet,詩人,,,7596,13355,
291,0,285,Known for Epigraphy,好金石,,,26791,,
291,1,68,office: finance,[財政官員],0,0,0,,
291,1,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,2986,,
292,1,68,office: finance,[財政官員],0,0,0,,
293,1,68,office: finance,[財政官員],0,0,0,,
294,1,68,office: finance,[財政官員],0,0,0,,
295,1,68,office: finance,[財政官員],0,0,0,,
296,1,68,office: finance,[財政官員],0,0,0,,
297,1,68,office: finance,[財政官員],0,0,0,,
298,0,157,honest official,良吏;循吏,,,7596,12832,
298,1,68,office: finance,[財政官員],0,0,0,,
299,0,56,wealth,富豪,1043,1043,0,,From Hartwell's STATUS code.
299,0,147,filial son/daughter,孝子/孝女,,,7596,12303,
299,1,68,office: finance,[財政官員],0,0,0,,
300,1,68,office: finance,[財政官員],0,0,0,,
301,1,68,office: finance,[財政官員],0,0,0,,
301,2,34,office:state council,[宰執],0,0,0,,
302,1,68,office: finance,[財政官員],0,0,0,,
303,1,68,office: finance,[財政官員],0,0,0,,
304,0,142,historian,史學家,,,7596,13178,
304,1,68,office: finance,[財政官員],0,0,0,,
305,0,112,yinyang expert,陰陽家,,,7596,13183,
305,0,219,diviner,卜筮者（太乙、軌革、六壬、遁甲等）,,,7596,13183,
305,0,256,military strategist,熟諳兵法韜略、軍事家,,,7596,13183,
305,1,68,office: finance,[財政官員],0,0,0,,
306,1,68,office: finance,[財政官員],0,0,0,,
307,1,68,office: finance,[財政官員],0,0,0,,
308,1,68,office: finance,[財政官員],0,0,0,,
309,1,68,office: finance,[財政官員],0,0,0,,
310,0,14,commoner (buyi),布衣,,,7596,12407,
310,0,256,military strategist,熟諳兵法韜略、軍事家,,,7596,12407,
310,1,68,office: finance,[財政官員],0,0,0,,
311,1,68,office: finance,[財政官員],0,0,0,,
312,1,68,office: finance,[財政官員],0,0,0,,
313,1,68,office: finance,[財政官員],0,0,0,,
314,1,68,office: finance,[財政官員],0,0,0,,
315,1,68,office: finance,[財政官員],0,0,0,,
316,1,68,office: finance,[財政官員],0,0,0,,
316,2,71,painter,畫家,0,0,0,,
317,1,68,office: finance,[財政官員],0,0,0,,
317,1,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,2986,,
318,1,68,office: finance,[財政官員],0,0,0,,
319,1,68,office: finance,[財政官員],0,0,0,,
320,1,68,office: finance,[財政官員],0,0,0,,
321,1,68,office: finance,[財政官員],0,0,0,,
322,1,68,office: finance,[財政官員],0,0,0,,
323,1,68,office: finance,[財政官員],0,0,0,,
324,0,59,merchant,商人,1126,1126,0,,From Hartwell's STATUS code.
324,1,68,office: finance,[財政官員],0,0,0,,
325,1,68,office: finance,[財政官員],0,0,0,,
326,0,157,honest official,良吏;循吏,,,7596,12970,
326,0,163,philologist,小學家,,,7596,12970,
326,0,190,scholar of Classics (Book of Documents),經學家—尚書,,,7596,12970,
326,1,68,office: finance,[財政官員],0,0,0,,
327,1,68,office: finance,[財政官員],0,0,0,,
328,1,68,office: finance,[財政官員],0,0,0,,
329,0,157,honest official,良吏;循吏,,,7596,12641,
329,1,68,office: finance,[財政官員],0,0,0,,
330,1,68,office: finance,[財政官員],0,0,0,,
331,1,68,office: finance,[財政官員],0,0,0,,
332,1,68,office: finance,[財政官員],0,0,0,,
333,1,68,office: finance,[財政官員],0,0,0,,
333,1,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,2986,,
333,2,34,office:state council,[宰執],0,0,0,,
334,1,68,office: finance,[財政官員],0,0,0,,
335,1,68,office: finance,[財政官員],0,0,0,,
336,0,39,respected by locality,為邑里所重,,,27134,卷 5677,鄉人榮之
336,1,68,office: finance,[財政官員],0,0,0,,
337,1,68,office: finance,[財政官員],0,0,0,,
338,1,68,office: finance,[財政官員],0,0,0,,
339,1,68,office: finance,[財政官員],0,0,0,,
340,1,68,office: finance,[財政官員],0,0,0,,
341,1,68,office: finance,[財政官員],0,0,0,,
342,1,68,office: finance,[財政官員],0,0,0,,
343,1,68,office: finance,[財政官員],0,0,0,,
344,0,264,fond of learning,好學,,,7596,11502,
344,1,68,office: finance,[財政官員],0,0,0,,
344,2,34,office:state council,[宰執],0,0,0,,
345,1,68,office: finance,[財政官員],0,0,0,,
345,2,34,office:state council,[宰執],0,0,0,,
346,1,68,office: finance,[財政官員],0,0,0,,
347,1,68,office: finance,[財政官員],0,0,0,,
348,1,68,office: finance,[財政官員],0,0,0,,
348,2,34,office:state council,[宰執],0,0,0,,
349,1,68,office: finance,[財政官員],0,0,0,,
350,1,68,office: finance,[財政官員],0,0,0,,
351,1,68,office: finance,[財政官員],0,0,0,,
352,0,157,honest official,良吏;循吏,,,7596,18472,
352,1,68,office: finance,[財政官員],0,0,0,,
352,1,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,2986,,
352,2,34,office:state council,[宰執],0,0,0,,
353,1,68,office: finance,[財政官員],0,0,0,,
353,2,34,office:state council,[宰執],0,0,0,,
354,1,68,office: finance,[財政官員],0,0,0,,
355,1,68,office: finance,[財政官員],0,0,0,,
356,1,68,office: finance,[財政官員],0,0,0,,
357,1,68,office: finance,[財政官員],0,0,0,,
358,1,68,office: finance,[財政官員],0,0,0,,
359,1,68,office: finance,[財政官員],0,0,0,,
360,1,68,office: finance,[財政官員],0,0,0,,
361,1,68,office: finance,[財政官員],0,0,0,,
362,1,68,office: finance,[財政官員],0,0,0,,
363,1,68,office: finance,[財政官員],0,0,0,,
364,1,68,office: finance,[財政官員],0,0,0,,
365,1,68,office: finance,[財政官員],0,0,0,,
366,1,68,office: finance,[財政官員],0,0,0,,
367,1,68,office: finance,[財政官員],0,0,0,,
368,1,68,office: finance,[財政官員],0,0,0,,
369,1,68,office: finance,[財政官員],0,0,0,,
370,1,68,office: finance,[財政官員],0,0,0,,
371,0,43,imperial prince,宗子,,,7596,18896,
371,1,68,office: finance,[財政官員],0,0,0,,
372,1,68,office: finance,[財政官員],0,0,0,,
373,1,68,office: finance,[財政官員],0,0,0,,
374,0,2,army officer,武將,,,7596,18250,
374,1,68,office: finance,[財政官員],0,0,0,,
375,1,68,office: finance,[財政官員],0,0,0,,
375,2,34,office:state council,[宰執],0,0,0,,
376,1,68,office: finance,[財政官員],0,0,0,,
377,1,68,office: finance,[財政官員],0,0,0,,
378,1,68,office: finance,[財政官員],0,0,0,,
379,1,68,office: finance,[財政官員],0,0,0,,
380,0,43,imperial prince,宗子,,,7596,18643,
380,1,68,office: finance,[財政官員],0,0,0,,
381,1,68,office: finance,[財政官員],0,0,0,,
382,1,68,office: finance,[財政官員],0,0,0,,
383,0,43,imperial prince,宗子,,,7596,18644,
383,1,68,office: finance,[財政官員],0,0,0,,
384,1,68,office: finance,[財政官員],0,0,0,,
385,1,68,office: finance,[財政官員],0,0,0,,
386,1,68,office: finance,[財政官員],0,0,0,,
387,1,68,office: finance,[財政官員],0,0,0,,
388,1,68,office: finance,[財政官員],0,0,0,,
389,1,68,office: finance,[財政官員],0,0,0,,
390,1,68,office: finance,[財政官員],0,0,0,,
391,1,68,office: finance,[財政官員],0,0,0,,
392,1,68,office: finance,[財政官員],0,0,0,,
